content,video_len,show_time,cls,font_size,color,submit_time,pool,id1,id2
哈哈哈,5253.173,3320.7800292969,1,25,16777215,1466300704,0,7cf71032,1973589321
这个主持在我军火了鹅鹅鹅鹅鹅鹅,5253.173,322.22900390625,1,25,6830715,1466300713,0,df1c133a,1973589515
章鱼宝宝,5253.173,1453.3499755859,1,25,16777215,1466300709,0,17d882d0,1973589575
进行国民美少女的活动？啥啊？,5253.173,644.32702636719,1,25,16777215,1466300778,0,37d50ccb,1973590711
发卡的锅哈哈哈哈,5253.173,2143.6398925781,1,25,16777215,1466300738,0,a8c5ea65,1973590849
发卡~,5253.173,160.05700683594,5,25,15138834,1466300760,0,e92cf81b,1973591747
2333333333,5253.173,1091.5200195312,1,25,16777215,1466300765,0,2dabc7d0,1973591985
鹅吗hhhhhhhh,5253.173,2422.8000488281,1,25,16777215,1466300767,0,2e6d0530,1973592055
孔肖吟在中间，好久没看到消音姐的神魂颠倒了,5253.173,1476.3000488281,1,25,16777215,1466300770,0,17d882d0,1973592225
哦，对了，主持人还是个伪饭，昨天被卡黄一起怼……,5253.173,576.38098144531,1,25,16777215,1466300773,0,6b1299f4,1973592313
卡黄gay要飞！,5253.173,549.08099365234,1,25,16777215,1466300774,0,fa29e1e9,1973592339
大哥hhhhhhhh,5253.173,2431.7900390625,1,25,16777215,1466300788,0,2e6d0530,1973592727
看到贴吧了,5253.173,173.94299316406,5,25,15138834,1466300788,0,e92cf81b,1973592999
自带鬼畜,5253.173,1128.9000244141,1,25,16777215,1466300802,0,2dabc7d0,1973593609
并没有开麦,5253.173,223.46899414062,1,25,16777215,1466300803,0,26ef336b,1973593621
大哥就是一个凹,5253.173,572.291015625,1,25,16777215,1466300804,0,fa29e1e9,1973593669
重温再看一遍卡哥哥,5253.173,8.7799997329712,1,25,16777215,1466300862,0,c32e9f1a,1973594255
啊啊啊,5253.173,1523.7299804688,1,25,16777215,1466300830,0,17d882d0,1973594707
大哥好久不见啊,5253.173,185.72799682617,1,25,16777215,1466300837,0,8cc07e74,1973595013
哈哈哈哈哈哈,5253.173,2434.2299804688,1,25,16707842,1466300845,0,e726a516,1973595091
主持人不如让成员自己说……,5253.173,644.0419921875,1,25,16777215,1466300841,0,6b1299f4,1973595173
完全不需要主持人的发布会,5253.173,327.08499145508,1,25,16777215,1466300844,0,dba67efa,1973595281
你已失去了你的亲妈饭,5253.173,1526.7099609375,1,25,16777215,1466300845,0,17d882d0,1973595381
我上面有人,5253.173,2376.080078125,5,25,16777215,1466300850,0,f524abf4,1973595537
我也来飞啦  卡黄gay一枚,5253.173,43.511001586914,1,25,16777215,1466300871,0,92ce550a,1973596497
哈哈。。,5253.173,248.50100708008,5,25,15138834,1466300877,0,e92cf81b,1973596713
我卡美如画,5253.173,4578.2299804688,1,25,16777215,1466300878,0,f65177c8,1973596781
卡黄起飞的活动~~,5253.173,366.02398681641,1,25,16777215,1466300882,0,dba67efa,1973596971
卡宝的戏我是服气的,5253.173,2144.3898925781,5,25,15138834,1466300886,0,bb9966cb,1973597133
鹅鹅鹅鹅鹅鹅鹅鹅鹅,5253.173,2404.8999023438,5,25,16777215,1466300887,0,f524abf4,1973597157
卡黄 卡黄！,5253.173,581.58001708984,1,25,16777215,1466300898,0,Da306d68,1973597621
主持人闭嘴！别说话！,5253.173,710.11901855469,1,25,16777215,1466300907,0,6b1299f4,1973598019
up红魔？我范将军！！！！,5253.173,11.477999687195,5,25,15138834,1466300914,0,d5b7ba7a,1973598079
护女儿hhhhhhhh老戴萌,5253.173,2509.3400878906,1,25,16777215,1466300917,0,2e6d0530,1973598245
23333,5253.173,1242.0600585938,1,25,16777215,1466300916,0,2dabc7d0,1973598449
蜜汁娇喘,5253.173,2425.6000976562,1,25,16777215,1466300972,0,f524abf4,1973598965
黑锅抱一起了刚刚？,5253.173,213.17399597168,1,25,16777215,1466300942,0,c32e9f1a,1973599513
这个主持又娘有尴尬,5253.173,344.58898925781,1,25,16777215,1466300946,0,26ef336b,1973599693
现场看主持人真的很可怜,5253.173,338.15399169922,1,25,16777215,1466300950,0,2efdb02d,1973599871
独占发卡！不要跟我抢,5253.173,309.5,5,25,15138834,1466300953,0,e92cf81b,1973599983
聚聚都笑了,5253.173,358.62600708008,1,25,16777215,1466300960,0,26ef336b,1973600331
大哥好想你QAQ,5253.173,548.36602783203,1,25,16777215,1466300964,0,8610b205,1973600511
喜欢卡宝这个发型,5253.173,223.63400268555,1,25,16777215,1466300965,0,c32e9f1a,1973600589
主持人没做功课,5253.173,322.43701171875,5,25,15138834,1466300987,0,e92cf81b,1973601277
17打碟,5253.173,1320.7299804688,1,25,16777215,1466300995,0,2dabc7d0,1973601831
欢送？她们都还没介绍呢,5253.173,325.08499145508,5,25,15138834,1466300996,0,e92cf81b,1973601881
卡哥我服,5253.173,3582.4599609375,1,25,16777215,1466301009,0,842688ed,1973602411
主持人,5253.173,330.86700439453,5,25,15138834,1466301010,0,e92cf81b,1973602455
鹅神！,5253.173,703.90698242188,1,25,16777215,1466301014,0,Da306d68,1973602953
233,5253.173,357.26901245117,1,25,16777215,1466301067,0,8cc07e74,1973603139
又是非常棒,5253.173,1365.4599609375,1,25,16777215,1466301026,0,2758b71e,1973603261
哈哈哈哈站一秒黑锅,5253.173,244.05400085449,1,25,16777215,1466301027,0,c32e9f1a,1973603289
大哥！大哥！想死你累,5253.173,188.38600158691,1,25,16777215,1466301035,0,8732016d,1973603673
鹅鹅鹅额额,5253.173,598.7080078125,1,25,6830715,1466301045,0,df1c133a,1973603795
。。主持人炒鸡尴尬。冷漠。。,5253.173,353.45999145508,5,25,15138834,1466301041,0,e92cf81b,1973603849
尴尬,5253.173,1370.4799804688,1,25,16777215,1466301044,0,2dabc7d0,1973604029
终于没有主持人了,5253.173,4561.9799804688,1,25,16777215,1466301051,0,b94811a1,1973604341
论主持人的自我修养,5253.173,782.16198730469,1,25,16777215,1466301055,0,e3cc2d74,1973604483
233,5253.173,389.01699829102,1,25,16777215,1466301063,0,8cc07e74,1973604613
承包陆婷！！！,5253.173,219.49899291992,5,25,10027263,1466301067,0,8732016d,1973605061
婚礼,5253.173,858.66497802734,1,25,16777215,1466301068,0,6b1299f4,1973605083
神魂颠倒,5253.173,1393.9799804688,1,25,16777215,1466301061,0,2dabc7d0,1973605089
请到总选以后,5253.173,4439.5698242188,5,25,6830715,1466301069,0,c650e9a3,1973605169
gbl的go,我快笑死了,5253.173,959.71502685547,1,25,16777215,1466301076,0,37d50ccb,1973605411
卡哥怼他不要停！,5253.173,877.32000732422,1,25,16777215,1466301087,0,6b1299f4,1973605911
婷婷问号:？？？,5253.173,2457.9599609375,1,25,16777215,1466301095,0,f524abf4,1973606283
主持人别说话好么。。。会冷场诶,5253.173,670.92797851562,1,25,16777215,1466301109,0,8610b205,1973606917
鹅 萌：我们很认真,5253.173,1758.3800048828,1,25,16777215,1466301114,0,c6ebb2bc,1973607163
空降8分55,5253.173,341.67599487305,5,25,15138834,1466301122,0,e92cf81b,1973607441
昨天staff说了 这个是产品那边的人  这边的工作人员不让上台,5253.173,371.44400024414,1,25,16777215,1466301127,0,2efdb02d,1973607681
啧啧啧卡宝在干嘛,5253.173,309.69400024414,1,25,16777215,1466301130,0,c32e9f1a,1973607847
前面发糖，准备起飞！！！,5253.173,921.30902099609,1,25,16777215,1466301124,0,6b1299f4,1973607879
李艺彤！！,5253.173,1456.8900146484,1,25,16777215,1466301131,0,2dabc7d0,1973607883
??????,5253.173,245.16900634766,1,25,16777215,1466301134,0,92ce550a,1973608053
233,5253.173,510.5950012207,1,25,16777215,1466301136,0,8cc07e74,1973608149
那么问题来了：6个人怎么一样高了？？,5253.173,1597.1700439453,1,25,16777215,1466301185,0,4aafdb46,1973608471
鹅鹅鹅,5253.173,4013.4599609375,1,25,16777215,1466301143,0,0dad2b77,1973608545
消音姐2333333,5253.173,696.48797607422,1,25,16777215,1466301145,0,8610b205,1973608635
发卡~,5253.173,539.04901123047,5,25,15138834,1466301190,0,e92cf81b,1973608649
是时候 表现,5253.173,834.15698242188,1,25,16777215,1466301151,0,Da306d68,1973608807
你不知道名字么哈哈哈哈哈哈,5253.173,4808.6000976562,1,25,16777215,1466301158,0,f65177c8,1973609151
消音和5个伴舞,5253.173,1486.5300292969,1,25,16777215,1466301159,0,2dabc7d0,1973609245
再来看一遍,5253.173,16.877000808716,1,25,16777215,1466301155,0,d51e4d38,1973609337
李艺彤！,5253.173,551.68103027344,5,25,15138834,1466301205,0,e92cf81b,1973609345
闭嘴，男装就跳过..带什么节奏,5253.173,1487.9100341797,1,25,16777215,1466301173,0,20604acb,1973609867
尴尬233333,5253.173,347.59399414062,1,25,16777215,1466301175,0,c32e9f1a,1973609901
23333333】,5253.173,30.429000854492,1,25,16777215,1466301175,0,d51e4d38,1973609927
158个聚聚你们好啊,5253.173,43.42200088501,1,25,16777215,1466301187,0,d51e4d38,1973610475
卡哥干的好！,5253.173,983.81701660156,1,25,16777215,1466301193,0,6b1299f4,1973610685
前面的卡黄gay你暴露了,5253.173,4844.4799804688,1,25,16777215,1466301200,0,f65177c8,1973611045
心疼大哥一秒,5253.173,562.07598876953,5,25,15138834,1466301211,0,e92cf81b,1973611481
发卡还以为没有表演机会了吓到了,5253.173,2464.6599121094,1,25,16777215,1466301213,0,f524abf4,1973611571
卡哥6666666,5253.173,3859.0400390625,1,25,16777215,1466301219,0,842688ed,1973611821
给给的,5253.173,383.08599853516,1,25,16777215,1466301226,0,c32e9f1a,1973612175
据说主持人很有问题,5253.173,338.06900024414,1,25,16777215,1466301227,0,92ce550a,1973612221
李艺彤,5253.173,550.49200439453,1,25,16777215,1466301228,0,818ee20a,1973612247
哥屋恩,5253.173,4234.3100585938,5,25,16777215,1466301235,0,ec1e7576,1973612299
哈哈哈哈,5253.173,355.52200317383,1,25,16777215,1466301288,0,92ce550a,1973613031
怎么视频顺序不对啊，昨天看了好久才到这里啊,5253.173,1709.6800537109,1,25,16777215,1466301245,0,ebec9147,1973613065
那次是因為平時站開的站位有人跳了，不是不會，寶寶出外務不清楚,5253.173,1486.7900390625,1,25,15138834,1466301251,0,9f731b42,1973613079
卡黄默契啊,5253.173,2502.9299316406,1,25,15138834,1466301255,0,bb9966cb,1973613537
这主持人双商感人,5253.173,1774.6700439453,1,25,16777215,1466301256,0,faccd56d,1973613573
前方高能,5253.173,1722.1800537109,1,25,16777215,1466301251,0,ebec9147,1973613645
何小玉,5253.173,4127.0400390625,1,25,16777215,1466301258,0,0dad2b77,1973613647
萌爹~~,5253.173,1053.5600585938,1,25,16777215,1466301258,0,6b1299f4,1973613677
堪比鞠某的鬼畜笑,5253.173,2482.0900878906,1,25,16777215,1466301266,0,f524abf4,1973614011
好羞涩,5253.173,587.10601806641,5,25,15138834,1466301278,0,e92cf81b,1973614277
李艺彤真的不黑。。都差不多的颜色,5253.173,1599.2700195312,1,25,16777215,1466301273,0,2dabc7d0,1973614313
轮到大哥了吧,5253.173,636.84600830078,1,25,16777215,1466301283,0,8cc07e74,1973614755
233333333,5253.173,391.04098510742,1,25,16777215,1466301284,0,92ce550a,1973614813
蜜汁笑点2333,5253.173,2484.3200683594,1,25,16777215,1466301291,0,a8c5ea65,1973614873
昨天不对今天早上笑死我了,5253.173,1751.3699951172,1,25,16777215,1466301287,0,ebec9147,1973614919
大哥！！大哥！！,5253.173,545.82702636719,5,25,10027263,1466301288,0,8732016d,1973614975
李艺彤！,5253.173,600.76000976562,5,25,15138834,1466301334,0,e92cf81b,1973615099
哈哈哈好了解,5253.173,4002.3100585938,1,25,16777215,1466301300,0,7cf71032,1973615755
好棒！,5253.173,613.02001953125,5,25,15138834,1466301309,0,e92cf81b,1973615891
？？？,5253.173,1114.3199462891,1,25,16777215,1466301320,0,6b1299f4,1973616307
2333333当时这里笑死我了尴尬,5253.173,500.30899047852,1,25,16777215,1466301333,0,c32e9f1a,1973616919
好尴尬啊!,5253.173,1842.25,1,25,16777215,1466301334,0,f3f07541,1973616959
这个主持人以后还是换个工作吧,5253.173,1856.1999511719,1,25,16777215,1466301336,0,faccd56d,1973617107
同求,5253.173,439.06100463867,1,25,16777215,1466301337,0,92ce550a,1973617109
主持人。。,5253.173,632.36199951172,5,25,15138834,1466301340,0,e92cf81b,1973617229
如果曾老师来了就好了，好想看她吐槽主持人,5253.173,1845.8699951172,1,25,16777215,1466301401,0,f3f07541,1973618049
大哥好久不见~,5253.173,647.68798828125,5,25,15138834,1466301365,0,e92cf81b,1973618409
阿黄昨晚有点尴尬,5253.173,597.93103027344,1,25,16777215,1466301366,0,2efdb02d,1973618475
男神,5253.173,646.32800292969,5,25,10027263,1466301388,0,8732016d,1973619493
超绝可爱张语格,5253.173,35.104999542236,1,25,16777215,1466301406,0,3c1418b1,1973620205
不行！！,5253.173,667.57501220703,5,25,10027263,1466301410,0,8732016d,1973620383
哈哈哈觉得挺像的,5253.173,1867.2099609375,1,25,16777215,1466301410,0,ebec9147,1973620427
174位恩狗你们好呀,5253.173,106.65899658203,1,25,16777215,1466301412,0,ccc3dcba,1973620745
大哥低头退走,5253.173,4353.0498046875,1,25,16777215,1466301427,0,f524abf4,1973621085
就是主持人没说规则,5253.173,1867.2099609375,5,25,16777215,1466301428,0,ebec9147,1973621131
很能说是真的,5253.173,781.08001708984,1,25,16777215,1466301434,0,8cc07e74,1973621419
挺好看的,5253.173,715.04901123047,5,25,15138834,1466301437,0,e92cf81b,1973621521
感谢AKG爸爸带我卡黄外务,5253.173,3389.7600097656,1,25,16777215,1466301438,0,ca5f0132,1973621563
塞纳河第一钓师张语格,5253.173,73.871002197266,1,25,16777215,1466301444,0,3c1418b1,1973621869
主持人要提前说是成语啊,5253.173,1867.2099609375,5,25,16777215,1466301445,0,ebec9147,1973621911
不然谁知道是模仿的什么啊,5253.173,1867.2099609375,5,25,16777215,1466301458,0,ebec9147,1973622529
好冷这个主持人,5253.173,666.96697998047,1,25,16777215,1466301477,0,fa29e1e9,1973623107
这里婷婷话筒不出声卡宝给换话筒real攻,5253.173,575.99102783203,1,25,16777215,1466301486,0,c32e9f1a,1973623799
来看卡黄互动,5253.173,341.83099365234,1,25,16777215,1466301500,0,bf0ddf66,1973624459
23333,5253.173,1985.8100585938,1,25,16777215,1466301544,0,f3f07541,1973624499
同框,5253.173,193.45599365234,1,25,16777215,1466301504,0,ccc3dcba,1973624683
吓人，又在想h队,5253.173,4393.2900390625,1,25,16777215,1466301513,0,f524abf4,1973624803
还记得昨天有人刷弹幕，看这个主持人尴尬癌都没了，因为尴尬死了……,5253.173,1301.9899902344,1,25,16777215,1466301508,0,6b1299f4,1973624805
您的副本，主持人被怼已经开启！,5253.173,829.36401367188,1,25,16777215,1466301509,0,abe12827,1973624881
喜喜  喜喜  喜喜  喜喜,5253.173,868.87097167969,5,25,16777215,1466301506,0,dba67efa,1973625069
连名字都不记肯定没做功课,5253.173,735.55603027344,5,25,15138834,1466301516,0,e92cf81b,1973625179
这个不好猜,5253.173,2248.6999511719,1,25,16777215,1466301520,0,17d882d0,1973625407
哈哈哈哈哈哈哈呆久大哥智商被孔姨带歪了,5253.173,1769.9899902344,1,25,16777215,1466301530,0,b28fabd6,1973625585
终于结束了,5253.173,5173.41015625,1,25,16777215,1466301534,0,f65177c8,1973626007
怼他,5253.173,875.24499511719,1,25,16777215,1466301535,0,8cc07e74,1973626061
想给主持人消个音。。。,5253.173,793.77600097656,5,25,10027263,1466301529,0,8732016d,1973626103
硬广,5253.173,3315.3500976562,1,25,16777215,1466301537,0,681ebca5,1973626163
装作什么都没发生过的样子,5253.173,736.70001220703,5,25,15138834,1466301581,0,e92cf81b,1973626215
大哥wink我收下了虽然油腻,5253.173,2434.2800292969,5,25,38979,1466301546,0,a299c2b0,1973626633
哈哈哈哈哈哈哈,5253.173,4440.1899414062,1,25,16777215,1466301548,0,d7448828,1973626701
我的天啊,5253.173,244.27299499512,1,25,16777215,1466301555,0,ccc3dcba,1973627023
什么鬼,5253.173,2701.25,1,25,16777215,1466301558,0,Dd706622,1973627109
主持人能不能不要打断他们说话,5253.173,2275.7600097656,1,25,16777215,1466301564,0,17d882d0,1973627423
婷婷笑了,5253.173,597.81500244141,1,25,16777215,1466301583,0,c32e9f1a,1973627999
彻底变猩猩了23333,5253.173,1918.6099853516,1,25,16777215,1466301580,0,2758b71e,1973628121
卡哥你在干嘛,5253.173,1930.0100097656,1,25,16777215,1466301585,0,2758b71e,1973628649
233333333,5253.173,859.11199951172,5,25,10027263,1466301601,0,8732016d,1973629067
一想到这两位女神可是演过床戏的我的嘴角就止不住上扬,5253.173,903.48498535156,1,25,16777215,1466301647,0,b8fe7b28,1973629181
给五别圈外了 毕业吧,5253.173,293.71899414062,1,25,16777215,1466301605,0,ccc3dcba,1973629261
就他还卡推,5253.173,2300.1398925781,1,25,16777215,1466301605,0,17d882d0,1973629569
说小偶像们感觉好说女神受不了。,5253.173,768.81201171875,5,25,15138834,1466301661,0,e92cf81b,1973629829
实力控场卡,5253.173,622.55499267578,1,25,16777215,1466301623,0,c32e9f1a,1973630057
卡黄夫妇23333,5253.173,4511.0297851562,1,25,16777215,1466301628,0,d7448828,1973630295
萌爹变狗了 哈哈哈哈,5253.173,1959.0200195312,1,25,16777215,1466301629,0,2758b71e,1973630397
感觉意思已经变了233,5253.173,2106.0700683594,1,25,16777215,1466301632,0,f3f07541,1973630477
好尴尬,5253.173,780.58502197266,5,25,15138834,1466301679,0,e92cf81b,1973630669
台下:精灵耳！！！,5253.173,4470.7099609375,1,25,16777215,1466301642,0,f524abf4,1973630933
宠溺的慢出,5253.173,949.86499023438,1,25,16777215,1466301658,0,b8fe7b28,1973631637
实力护妻,5253.173,976.15197753906,1,25,16777215,1466301661,0,8cc07e74,1973631777
哈哈这里笑死我了,5253.173,2071.3500976562,5,25,16777215,1466301670,0,ebec9147,1973632249
为什么要给你掌声啊 你谁啊,5253.173,360.59399414062,1,25,16777215,1466301666,0,ccc3dcba,1973632277
大家好，我是计数君，十八个主持人被怼的公演已经开始了,5253.173,797.02600097656,5,18,16776960,1466301683,0,abe12827,1973633011
很时尚很适合我——by real 婷婷,5253.173,4495.8500976562,1,25,16777215,1466301737,0,f524abf4,1973633213
张泽锋？,5253.173,383.22299194336,1,25,16777215,1466301695,0,ccc3dcba,1973633243
超绝可爱李艺彤，我最喜欢李艺彤,5253.173,605.333984375,1,25,16777215,1466301701,0,818ee20a,1973633289
这主持人我真的很想夯死他,5253.173,778.30603027344,1,25,16777215,1466301701,0,fa29e1e9,1973633537
我大卡黄就是配一脸,5253.173,4573.8100585938,1,25,16777215,1466301703,0,d7448828,1973633605
后面全程高能,5253.173,1662.3399658203,1,25,16777215,1466301702,0,2dabc7d0,1973633871
惶恐惶恐令你惶恐！,5253.173,209.07899475098,1,25,16777215,1466301713,0,3d4c9fbd,1973634095
你即将失去你的工作:-D,5253.173,402.77899169922,1,25,16777215,1466301714,0,ccc3dcba,1973634149
来看主持人,5253.173,20.214000701904,1,25,16777215,1466301731,0,d0c895f1,1973634887
发卡签的是黄色的,5253.173,825.2919921875,5,25,15138834,1466301736,0,e92cf81b,1973634923
相声开始,5253.173,4365.740234375,1,25,16777215,1466301740,0,842688ed,1973635327
瓦，好厉害哦！！！,5253.173,1165.4899902344,1,25,16777215,1466301752,0,8610b205,1973635915
小钢炮,5253.173,729.04498291016,1,25,16777215,1466301759,0,c32e9f1a,1973636099
主持人。。狗带,5253.173,980.02398681641,5,25,10027263,1466301758,0,8732016d,1973636103
笑死23333,5253.173,3482,1,25,16777215,1466301766,0,75adcc49,1973636357
大哥委屈 抛媚眼的鸡23333,5253.173,2614.6499023438,5,25,38979,1466301768,0,a299c2b0,1973636445
毕竟性感鹅,5253.173,1428.4000244141,1,25,16777215,1466301777,0,Da306d68,1973636899
主持人被怼X1,5253.173,874.64898681641,5,18,16776960,1466301779,0,abe12827,1973636929
卡黄站一起了 昨天要吃键盘的人在哪里！,5253.173,551.30297851562,1,25,16777215,1466301783,0,ccc3dcba,1973637153
这样是有女神计数君的话  估计得累死,5253.173,803.50701904297,1,25,16777215,1466301791,0,92ce550a,1973637263
若无其事李艺彤,5253.173,737.28497314453,1,25,16777215,1466301786,0,c32e9f1a,1973637283
一个打一个  哈哈哈哈哈,5253.173,2516.0700683594,1,25,16777215,1466301800,0,c9bfc3ee,1973637903
宫斗？？？？？？？,5253.173,1755.2299804688,1,25,16777215,1466301802,0,2dabc7d0,1973637947
发卡6怼他,5253.173,879.30102539062,5,25,15138834,1466301805,0,e92cf81b,1973638085
心疼大哥哈哈,5253.173,573.62902832031,1,25,16777215,1466301804,0,ccc3dcba,1973638133
主持死于话多,5253.173,791.29797363281,1,25,16777215,1466301806,0,aeff0d2c,1973638159
hhhhh,5253.173,1223.1099853516,1,25,16777215,1466301811,0,8610b205,1973638427
2333333,5253.173,1770.1500244141,1,25,16777215,1466301817,0,2dabc7d0,1973638633
仰天大笑黄婷婷,5253.173,2446.2600097656,1,25,16777215,1466301822,0,c6ebb2bc,1973638883
卡攻！,5253.173,581.30499267578,1,25,16777215,1466301828,0,ccc3dcba,1973639233
发卡：发生什么事了吗？没有,5253.173,741.11999511719,1,25,16777215,1466301841,0,c32e9f1a,1973639777
哈哈哈哈哈哈哈费玉清,5253.173,4709.1899414062,1,25,16777215,1466301849,0,d7448828,1973639931
这是要飞了吗！！！,5253.173,837.74499511719,1,25,16777215,1466301844,0,92ce550a,1973639965
大哥大哥戏好足哈哈哈哈,5253.173,2184.7800292969,1,25,16777215,1466301847,0,2758b71e,1973640051
扣钱！,5253.173,742.2080078125,1,25,16777215,1466301851,0,df1c133a,1973640249
卡推很强势,5253.173,618.875,1,25,16777215,1466301867,0,ccc3dcba,1973640993
哈哈哈婷婷小表情好萌啊,5253.173,2240.9699707031,5,25,16777215,1466301868,0,ebec9147,1973641019
输了,5253.173,937.14300537109,5,25,15138834,1466301869,0,e92cf81b,1973641079
主持人被怼X2,5253.173,957.78198242188,5,25,16776960,1466301870,0,abe12827,1973641213
发卡蹦好高啊,5253.173,298.19400024414,1,25,16777215,1466301877,0,3d4c9fbd,1973641541
wow,5253.173,1410.5200195312,1,25,16777215,1466301930,0,b36158be,1973641947
主持人被怼X2,5253.173,967.10400390625,4,25,16776960,1466301895,0,abe12827,1973642395
你个伪饭！,5253.173,647.71997070312,1,25,16777215,1466301896,0,ccc3dcba,1973642411
因为爱情你站住23333,5253.173,861.44201660156,1,25,16777215,1466301898,0,aeff0d2c,1973642523
鬼畜了23333,5253.173,1128.9699707031,5,25,10027263,1466301894,0,8732016d,1973642633
婷婷要事情竟然说大哥是抛媚眼的鸡233333,5253.173,2611.1899414062,1,25,16777215,1466301901,0,1c773922,1973642651
孔鹅c歌诶,5253.173,1424.0200195312,1,25,16777215,1466301910,0,b36158be,1973643123
大哥舔屏两秒,5253.173,664.27301025391,1,25,16777215,1466301913,0,ccc3dcba,1973643199
打断卡哥讲话23要事情,5253.173,2274.9599609375,5,25,16777215,1466301914,0,ebec9147,1973643297
何氏冷漠,5253.173,4111.6201171875,1,25,16707842,1466301920,0,aa142d1b,1973643543
尴尬啊主持人,5253.173,964.31597900391,5,25,15138834,1466301945,0,e92cf81b,1973644537
大哥凹了啊哈哈哈哈哈哈哈心疼！,5253.173,546.05200195312,1,25,16777215,1466301945,0,3d4c9fbd,1973644739
叫他非常棒得了,5253.173,1360.1899414062,1,25,16777215,1466301950,0,8cc07e74,1973645013
真消音,5253.173,705.73901367188,1,25,16777215,1466301954,0,ccc3dcba,1973645167
2333333333333,5253.173,1907.9499511719,1,25,16777215,1466301954,0,2dabc7d0,1973645185
大哥好帅的呦,5253.173,1449.8199462891,1,25,16777215,1466301997,0,b36158be,1973645207
怼她！一起怼,5253.173,974.88000488281,5,25,15138834,1466301959,0,e92cf81b,1973645437
其实发卡想表演给婷婷看啦,5253.173,2302.9299316406,5,25,16777215,1466301953,0,ebec9147,1973645475
娘炮主持,5253.173,4219.9599609375,1,25,16707842,1466301976,0,e726a516,1973645991
233333333333333333,5253.173,938.77301025391,1,25,16777215,1466302014,0,92ce550a,1973646001
我的梦想,5253.173,4836.8798828125,1,25,16777215,1466301972,0,d7448828,1973646039
吵起来了,5253.173,3217.2199707031,1,25,15138834,1466302015,0,bb9966cb,1973646065
os:不太想和你说话,5253.173,980.708984375,5,25,15138834,1466301978,0,e92cf81b,1973646345
昨晚真的很卡,5253.173,288.89401245117,1,25,16777215,1466301973,0,4fbc32e7,1973646443
吐舌哈哈哈,5253.173,1934.7299804688,1,25,16777215,1466301980,0,2dabc7d0,1973646499
卡宝宝！,5253.173,1463.2099609375,1,25,16777215,1466301985,0,Da306d68,1973646705
大哥你够了,5253.173,3102.7099609375,5,25,38979,1466301991,0,a299c2b0,1973646733
发卡 强装镇定,5253.173,742.88201904297,1,25,16777215,1466301991,0,ccc3dcba,1973646961
卡黄夫妇联合怼已上线,5253.173,4862.3798828125,1,25,16777215,1466302011,0,d7448828,1973647873
what？？？,5253.173,638.32501220703,1,25,16777215,1466302017,0,d22b03b5,1973648167
卡宝宝是我的了,5253.173,10.800000190735,1,25,16777215,1466302029,0,45ff3152,1973648761
老是女神 也是非常尴尬= =,5253.173,782.70697021484,1,25,16777215,1466302031,0,ccc3dcba,1973648857
没有call,5253.173,1519.4100341797,1,25,16777215,1466302035,0,b36158be,1973649021
我还以为是我卡。。。。。,5253.173,277.80200195312,1,25,16777215,1466302044,0,4295c7ab,1973649509
计数君加油,5253.173,805.16302490234,1,25,16777215,1466302052,0,ccc3dcba,1973649977
原来不是我一个人卡？,5253.173,241.30000305176,1,25,16777215,1466302075,0,d0c895f1,1973651053
想飞上天和太阳肩并肩,5253.173,846.02099609375,1,25,16777215,1466302084,0,c32e9f1a,1973651455
主持人一个都不认识吧,5253.173,594.02099609375,1,25,16777215,1466302086,0,3675ad91,1973651625
你是神。。,5253.173,703.07800292969,1,25,16777215,1466302089,0,d22b03b5,1973651725
卡黄给航空管制取消,5253.173,840.64697265625,1,25,16777215,1466302089,0,ccc3dcba,1973651793
大哥懵了,5253.173,2428.8999023438,1,25,16777215,1466302089,0,2758b71e,1973651821
呃。。,5253.173,228.37300109863,1,25,16777215,1466302091,0,5221c126,1973651901
世界gay姐哈哈哈哈哈哈好刻薄但是好好笑,5253.173,2058.3100585938,1,25,16777215,1466302100,0,5f7e0dba,1973652369
23333333333伪饭,5253.173,974.15600585938,1,25,6830715,1466302102,0,df1c133a,1973652461
卡宝开始怼主持人,5253.173,3332.3798828125,1,25,15138834,1466302146,0,bb9966cb,1973652517
因为爱情哈哈,5253.173,857.65899658203,1,25,16777215,1466302106,0,ccc3dcba,1973652637
囍,5253.173,856.06097412109,5,25,15138834,1466302106,0,c32e9f1a,1973652659
你则个gay,5253.173,2060.5100097656,1,25,16777215,1466302106,0,2dabc7d0,1973652685
纯读台本啊……,5253.173,1621.6400146484,1,25,16777215,1466302109,0,6b1299f4,1973652845
游泳一样,5253.173,278.0539855957,1,25,16777215,1466302112,0,d0c895f1,1973652917
强行期待哈哈,5253.173,869.73498535156,1,25,16777215,1466302117,0,ccc3dcba,1973653195
飞机杯……,5253.173,728.43499755859,1,25,16777215,1466302126,0,3c9d440b,1973653603
感觉婷婷要疯了哈哈哈哈,5253.173,2442.1101074219,5,25,16777215,1466302130,0,ebec9147,1973653771
卡哥哥~,5253.173,887.40197753906,1,25,16777215,1466302135,0,ccc3dcba,1973654031
昨天要吃手机的在哪？？？？,5253.173,559.0419921875,1,25,16777215,1466302140,0,4fbc32e7,1973654285
囍,5253.173,854.43298339844,5,25,15138834,1466302149,0,c32e9f1a,1973654711
哈哈哈哈哈哈哈哈哈,5253.173,2106.2700195312,1,25,16777215,1466302152,0,2dabc7d0,1973654865
